...1,gene id,...3,Gene,...5
IUUC-Hsa-046406,ENSG00000044090.8,Q14999, KIAA0076,Homo sapiens
IUUC-Hsa-046000,ENSG00000036257.12,Q13618,CUL3,Homo sapiens
IUUC-Hsa-046000,ENSG00000036257.12,Q13618, KIAA0617,Homo sapiens
IUUC-Hsa-046690,ENSG00000112659.13,Q8IWT3,CUL9,Homo sapiens
IUUC-Hsa-046690,ENSG00000112659.13,Q8IWT3, H7AP1,Homo sapiens
IUUC-Hsa-046690,ENSG00000112659.13,Q8IWT3, KIAA0708,Homo sapiens
IUUC-Hsa-046690,ENSG00000112659.13,Q8IWT3, PARC,Homo sapiens
IUUC-Hsa-046632,ENSG00000281089.2,Q676U5,ATG16L1,Homo sapiens
IUUC-Hsa-046632,ENSG00000281089.2,Q676U5, APG16L,Homo sapiens
IUUC-Hsa-046632,ENSG00000281089.2,Q676U5, UNQ9393/PRO34307,Homo sapiens
IUUC-Hsa-046015,ENSG00000136485.14,P61962,DCAF7,Homo sapiens
IUUC-Hsa-046015,ENSG00000136485.14,P61962, HAN11,Homo sapiens
IUUC-Hsa-046015,ENSG00000136485.14,P61962, WDR68,Homo sapiens
IUUC-Hsa-045668,ENSG00000119402.16,Q9UKT8,FBXW2,Homo sapiens
IUUC-Hsa-045668,ENSG00000119402.16,Q9UKT8, FBW2,Homo sapiens
IUUC-Hsa-045668,ENSG00000119402.16,Q9UKT8, FWD2,Homo sapiens
IUUC-Hsa-046061,ENSG00000100897.17,Q8TEB1,DCAF11,Homo sapiens
IUUC-Hsa-046061,ENSG00000100897.17,Q8TEB1, WDR23,Homo sapiens
IUUC-Hsa-046061,ENSG00000100897.17,Q8TEB1, GL014,Homo sapiens
IUUC-Hsa-046061,ENSG00000100897.17,Q8TEB1, PRO2389,Homo sapiens
IUUC-Hsa-046549,ENSG00000140332.15,Q04726,TLE3,Homo sapiens
IUUC-Hsa-046549,ENSG00000140332.15,Q04726, KIAA1547,Homo sapiens
IUUC-Hsa-045839,ENSG00000140395.8,Q9GZS3,WDR61,Homo sapiens
IUUC-Hsa-046377,ENSG00000258465.6,Q5TAQ9,RP11-574F21.3,Homo sapiens
IUUC-Hsa-046377,ENSG00000258465.6,Q5TAQ9, DCAF8,Homo sapiens
IUUC-Hsa-046377,ENSG00000258465.6,Q5TAQ9, H326,Homo sapiens
IUUC-Hsa-046377,ENSG00000258465.6,Q5TAQ9, WDR42A,Homo sapiens
IUUC-Hsa-046344,ENSG00000176871.8,Q9NYS7,WSB2,Homo sapiens
IUUC-Hsa-046809,ENSG00000204628.11,P63244,RACK1,Homo sapiens
IUUC-Hsa-046809,ENSG00000204628.11,P63244, GNB2L1,Homo sapiens
IUUC-Hsa-046809,ENSG00000204628.11,P63244, HLC7,Homo sapiens
IUUC-Hsa-046809,ENSG00000204628.11,P63244, PIG21,Homo sapiens
IUUC-Hsa-046528,ENSG00000144021.2,O76071,CIAO1,Homo sapiens
IUUC-Hsa-046528,ENSG00000144021.2,O76071, WDR39,Homo sapiens
IUUC-Hsa-045708,ENSG00000110497.14,Q9C0C7,AMBRA1,Homo sapiens
IUUC-Hsa-045708,ENSG00000110497.14,Q9C0C7, KIAA1736,Homo sapiens
IUUC-Hsa-046516,ENSG00000103657.13,Q15751,HERC1,Homo sapiens
IUUC-Hsa-046128,ENSG00000073536.17,Q9NVX2,NLE1,Homo sapiens
IUUC-Hsa-046128,ENSG00000073536.17,Q9NVX2, HUSSY-07,Homo sapiens
IUUC-Hsa-046488,ENSG00000177565.16,Q9BZK7,TBL1XR1,Homo sapiens
IUUC-Hsa-046488,ENSG00000177565.16,Q9BZK7, IRA1,Homo sapiens
IUUC-Hsa-046488,ENSG00000177565.16,Q9BZK7, TBLR1,Homo sapiens
IUUC-Hsa-046935,ENSG00000145041.15,Q9Y4B6,DCAF1,Homo sapiens
IUUC-Hsa-046935,ENSG00000145041.15,Q9Y4B6, VPRBP,Homo sapiens
IUUC-Hsa-046935,ENSG00000145041.15,Q9Y4B6, KIAA0800,Homo sapiens
IUUC-Hsa-046935,ENSG00000145041.15,Q9Y4B6, RIP,Homo sapiens
IUUC-Hsa-046838,ENSG00000162923.14,Q9H7D7,WDR26,Homo sapiens
IUUC-Hsa-046838,ENSG00000162923.14,Q9H7D7, CDW2,Homo sapiens
IUUC-Hsa-046838,ENSG00000162923.14,Q9H7D7, MIP2,Homo sapiens
IUUC-Hsa-046838,ENSG00000162923.14,Q9H7D7, PRO0852,Homo sapiens
IUUC-Hsa-046975,ENSG00000136045.11,Q13610,PWP1,Homo sapiens
IUUC-Hsa-046807,ENSG00000137055.14,Q9Y263,PLAA,Homo sapiens
IUUC-Hsa-046807,ENSG00000137055.14,Q9Y263, PLAP,Homo sapiens
IUUC-Hsa-046358,ENSG00000007168.12,P43034,PAFAH1B1,Homo sapiens
IUUC-Hsa-046358,ENSG00000007168.12,P43034, LIS1,Homo sapiens
IUUC-Hsa-046358,ENSG00000007168.12,P43034, MDCR,Homo sapiens
IUUC-Hsa-046358,ENSG00000007168.12,P43034, MDS,Homo sapiens
IUUC-Hsa-046358,ENSG00000007168.12,P43034, PAFAHA,Homo sapiens
IUUC-Hsa-046215,ENSG00000122692.8,Q2TAY7,SMU1,Homo sapiens
IUUC-Hsa-046221,ENSG00000171931.12,Q5XX13,FBXW10,Homo sapiens
IUUC-Hsa-046695,ENSG00000105325.13,Q9UM11,FZR1,Homo sapiens
IUUC-Hsa-046695,ENSG00000105325.13,Q9UM11, CDH1,Homo sapiens
IUUC-Hsa-046695,ENSG00000105325.13,Q9UM11, FYR,Homo sapiens
IUUC-Hsa-046695,ENSG00000105325.13,Q9UM11, FZR,Homo sapiens
IUUC-Hsa-046695,ENSG00000105325.13,Q9UM11, KIAA1242,Homo sapiens
IUUC-Hsa-045677,ENSG00000102054.17,Q16576,RBBP7,Homo sapiens
IUUC-Hsa-045677,ENSG00000102054.17,Q16576, RBAP46,Homo sapiens
IUUC-Hsa-045698,ENSG00000140854.12,Q9BVA0,KATNB1,Homo sapiens
IUUC-Hsa-046127,ENSG00000122741.15,Q5QP82,DCAF10,Homo sapiens
IUUC-Hsa-046127,ENSG00000122741.15,Q5QP82, WDR32,Homo sapiens
IUUC-Hsa-047011,ENSG00000196781.14,Q04724,TLE1,Homo sapiens
IUUC-Hsa-045683,ENSG00000162521.18,Q09028,RBBP4,Homo sapiens
IUUC-Hsa-045683,ENSG00000162521.18,Q09028, RBAP48,Homo sapiens
IUUC-Hsa-045962,ENSG00000166167.17,Q9Y297,BTRC,Homo sapiens
IUUC-Hsa-045962,ENSG00000166167.17,Q9Y297, BTRCP,Homo sapiens
IUUC-Hsa-045962,ENSG00000166167.17,Q9Y297, FBW1A,Homo sapiens
IUUC-Hsa-045962,ENSG00000166167.17,Q9Y297, FBXW1A,Homo sapiens
IUUC-Hsa-045971,ENSG00000148835.10,Q15542,TAF5,Homo sapiens
IUUC-Hsa-045971,ENSG00000148835.10,Q15542, TAF2D,Homo sapiens
IUUC-Hsa-045853,ENSG00000143207.19,Q8NHY2,RFWD2,Homo sapiens
IUUC-Hsa-045853,ENSG00000143207.19,Q8NHY2, COP1,Homo sapiens
IUUC-Hsa-045853,ENSG00000143207.19,Q8NHY2, RNF200,Homo sapiens
IUUC-Hsa-045862,ENSG00000143476.17,Q9NZJ0,DTL,Homo sapiens
IUUC-Hsa-045862,ENSG00000143476.17,Q9NZJ0, CDT2,Homo sapiens
IUUC-Hsa-045862,ENSG00000143476.17,Q9NZJ0, CDW1,Homo sapiens
IUUC-Hsa-045862,ENSG00000143476.17,Q9NZJ0, DCAF2,Homo sapiens
IUUC-Hsa-045862,ENSG00000143476.17,Q9NZJ0, L2DTL,Homo sapiens
IUUC-Hsa-045862,ENSG00000143476.17,Q9NZJ0, RAMP,Homo sapiens
IUUC-Hsa-046020,ENSG00000198876.12,Q5T6F0,DCAF12,Homo sapiens
IUUC-Hsa-046020,ENSG00000198876.12,Q5T6F0, KIAA1892,Homo sapiens
IUUC-Hsa-046020,ENSG00000198876.12,Q5T6F0, TCC52,Homo sapiens
IUUC-Hsa-046020,ENSG00000198876.12,Q5T6F0, WDR40A,Homo sapiens
IUUC-Hsa-045991,ENSG00000168411.13,Q6PCD5,RFWD3,Homo sapiens
IUUC-Hsa-045991,ENSG00000168411.13,Q6PCD5, RNF201,Homo sapiens
IUUC-Hsa-046290,ENSG00000196363.9,P61964,WDR5,Homo sapiens
IUUC-Hsa-046290,ENSG00000196363.9,P61964, BIG3,Homo sapiens
IUUC-Hsa-046746,ENSG00000119599.16,Q8WV16,DCAF4,Homo sapiens
IUUC-Hsa-046746,ENSG00000119599.16,Q8WV16, WDR21,Homo sapiens
IUUC-Hsa-046746,ENSG00000119599.16,Q8WV16, WDR21A,Homo sapiens
IUUC-Hsa-046752,ENSG00000139990.17,Q96JK2,DCAF5,Homo sapiens
IUUC-Hsa-046752,ENSG00000139990.17,Q96JK2, BCRG2,Homo sapiens
IUUC-Hsa-046752,ENSG00000139990.17,Q96JK2, KIAA1824,Homo sapiens
IUUC-Hsa-046752,ENSG00000139990.17,Q96JK2, WDR22,Homo sapiens
IUUC-Hsa-046346,ENSG00000187566.4,Q6VVB1,NHLRC1,Homo sapiens
IUUC-Hsa-046346,ENSG00000187566.4,Q6VVB1, EPM2B,Homo sapiens
IUUC-Hsa-045956,ENSG00000120253.13,Q8NFH3,NUP43,Homo sapiens
IUUC-Hsa-046350,ENSG00000185658.13,Q9NSI6,BRWD1,Homo sapiens
IUUC-Hsa-046350,ENSG00000185658.13,Q9NSI6, C21orf107,Homo sapiens
IUUC-Hsa-046350,ENSG00000185658.13,Q9NSI6, WDR9,Homo sapiens
IUUC-Hsa-046836,ENSG00000185798.7,Q7Z5U6,WDR53,Homo sapiens
IUUC-Hsa-046705,ENSG00000107829.13,P57775,FBXW4,Homo sapiens
IUUC-Hsa-046705,ENSG00000107829.13,P57775, FBW4,Homo sapiens
IUUC-Hsa-046705,ENSG00000107829.13,P57775, SHFM3,Homo sapiens
IUUC-Hsa-046956,ENSG00000196981.3,Q86VZ2,WDR5B,Homo sapiens
IUUC-Hsa-046117,ENSG00000131653.12,Q6Q0C0,TRAF7,Homo sapiens
IUUC-Hsa-046117,ENSG00000131653.12,Q6Q0C0, RFWD1,Homo sapiens
IUUC-Hsa-046117,ENSG00000131653.12,Q6Q0C0, RNF119,Homo sapiens
IUUC-Hsa-045701,ENSG00000159069.13,Q969U6,FBXW5,Homo sapiens
IUUC-Hsa-045701,ENSG00000159069.13,Q969U6, FBW5,Homo sapiens
IUUC-Hsa-045701,ENSG00000159069.13,Q969U6, PP3971,Homo sapiens
IUUC-Hsa-046622,ENSG00000142784.15,Q8N5D0,WDTC1,Homo sapiens
IUUC-Hsa-046622,ENSG00000142784.15,Q8N5D0, KIAA1037,Homo sapiens
IUUC-Hsa-047026,ENSG00000139323.13,Q8TC44,POC1B,Homo sapiens
IUUC-Hsa-047026,ENSG00000139323.13,Q8TC44, WDR51B,Homo sapiens
IUUC-Hsa-045743,ENSG00000143164.15,Q58WW2,DCAF6,Homo sapiens
IUUC-Hsa-045743,ENSG00000143164.15,Q58WW2, IQWD1,Homo sapiens
IUUC-Hsa-045743,ENSG00000143164.15,Q58WW2, MSTP055,Homo sapiens
IUUC-Hsa-046305,ENSG00000117399.13,Q12834,CDC20,Homo sapiens
IUUC-Hsa-046240,ENSG00000174989.12,Q8N3Y1,FBXW8,Homo sapiens
IUUC-Hsa-046240,ENSG00000174989.12,Q8N3Y1, FBW6,Homo sapiens
IUUC-Hsa-046240,ENSG00000174989.12,Q8N3Y1, FBW8,Homo sapiens
IUUC-Hsa-046240,ENSG00000174989.12,Q8N3Y1, FBX29,Homo sapiens
IUUC-Hsa-046240,ENSG00000174989.12,Q8N3Y1, FBXO29,Homo sapiens
IUUC-Hsa-046240,ENSG00000174989.12,Q8N3Y1, FBXW6,Homo sapiens
IUUC-Hsa-046432,ENSG00000172354.9,P62879,GNB2,Homo sapiens
IUUC-Hsa-045710,ENSG00000114742.13,Q8TAF3,WDR48,Homo sapiens
IUUC-Hsa-045710,ENSG00000114742.13,Q8TAF3, KIAA1449,Homo sapiens
IUUC-Hsa-045710,ENSG00000114742.13,Q8TAF3, UAF1,Homo sapiens
IUUC-Hsa-046843,ENSG00000164934.13,Q9NV06,DCAF13,Homo sapiens
IUUC-Hsa-046843,ENSG00000164934.13,Q9NV06, WDSOF1,Homo sapiens
IUUC-Hsa-046843,ENSG00000164934.13,Q9NV06, HSPC064,Homo sapiens
IUUC-Hsa-045866,ENSG00000164091.11,Q6UXN9,WDR82,Homo sapiens
IUUC-Hsa-045866,ENSG00000164091.11,Q6UXN9, TMEM113,Homo sapiens
IUUC-Hsa-045866,ENSG00000164091.11,Q6UXN9, WDR82A,Homo sapiens
IUUC-Hsa-045866,ENSG00000164091.11,Q6UXN9, UNQ9342/PRO34047,Homo sapiens
IUUC-Hsa-045898,ENSG00000109670.13,Q969H0,FBXW7,Homo sapiens
IUUC-Hsa-045898,ENSG00000109670.13,Q969H0, FBW7,Homo sapiens
IUUC-Hsa-045898,ENSG00000109670.13,Q969H0, FBX30,Homo sapiens
IUUC-Hsa-045898,ENSG00000109670.13,Q969H0, SEL10,Homo sapiens
IUUC-Hsa-046757,ENSG00000146247.13,Q8WWQ0,PHIP,Homo sapiens
IUUC-Hsa-046757,ENSG00000146247.13,Q8WWQ0, WDR11,Homo sapiens
IUUC-Hsa-046139,ENSG00000072803.17,Q9UKB1,FBXW11,Homo sapiens
IUUC-Hsa-046139,ENSG00000072803.17,Q9UKB1, BTRCP2,Homo sapiens
IUUC-Hsa-046139,ENSG00000072803.17,Q9UKB1, FBW1B,Homo sapiens
IUUC-Hsa-046139,ENSG00000072803.17,Q9UKB1, FBXW1B,Homo sapiens
IUUC-Hsa-046139,ENSG00000072803.17,Q9UKB1, KIAA0696,Homo sapiens
IUUC-Hsa-046028,ENSG00000049167.13,Q13216,ERCC8,Homo sapiens
IUUC-Hsa-046028,ENSG00000049167.13,Q13216, CKN1,Homo sapiens
IUUC-Hsa-046028,ENSG00000049167.13,Q13216, CSA,Homo sapiens
IUUC-Hsa-045894,ENSG00000117222.13,Q15291,RBBP5,Homo sapiens
IUUC-Hsa-045894,ENSG00000117222.13,Q15291, RBQ3,Homo sapiens
IUUC-Hsa-047021,ENSG00000092470.11,Q9H967,WDR76,Homo sapiens
IUUC-Hsa-045918,ENSG00000060688.12,Q96DI7,SNRNP40,Homo sapiens
IUUC-Hsa-045918,ENSG00000060688.12,Q96DI7, PRP8BP,Homo sapiens
IUUC-Hsa-045918,ENSG00000060688.12,Q96DI7, SFP38,Homo sapiens
IUUC-Hsa-045918,ENSG00000060688.12,Q96DI7, WDR57,Homo sapiens
IUUC-Hsa-046505,ENSG00000074266.18,O75530,EED,Homo sapiens
IUUC-Hsa-046801,ENSG00000065717.14,Q04725,TLE2,Homo sapiens
IUUC-Hsa-046300,ENSG00000109046.14,Q9Y6I7,WSB1,Homo sapiens
IUUC-Hsa-046300,ENSG00000109046.14,Q9Y6I7, SWIP1,Homo sapiens
IUUC-Hsa-046134,ENSG00000103091.14,Q6PJI9,WDR59,Homo sapiens
IUUC-Hsa-046134,ENSG00000103091.14,Q6PJI9, KIAA1923,Homo sapiens
IUUC-Hsa-046134,ENSG00000103091.14,Q6PJI9, FP977,Homo sapiens
IUUC-Hsa-046114,ENSG00000138442.9,Q9GZL7,WDR12,Homo sapiens
IUUC-Hsa-046354,ENSG00000134574.11,Q92466,DDB2,Homo sapiens
IUUC-Hsa-046021,ENSG00000105447.12,Q9BQ67,GRWD1,Homo sapiens
IUUC-Hsa-046021,ENSG00000105447.12,Q9BQ67, GRWD,Homo sapiens
IUUC-Hsa-046021,ENSG00000105447.12,Q9BQ67, KIAA1942,Homo sapiens
IUUC-Hsa-046021,ENSG00000105447.12,Q9BQ67, WDR28,Homo sapiens
IUUC-Hsa-045847,ENSG00000262246.5,P57737,CORO7,Homo sapiens
IUUC-Hsa-046036,ENSG00000110107.8,Q9UMS4,PRPF19,Homo sapiens
IUUC-Hsa-046036,ENSG00000110107.8,Q9UMS4, NMP200,Homo sapiens
IUUC-Hsa-046036,ENSG00000110107.8,Q9UMS4, PRP19,Homo sapiens
IUUC-Hsa-046036,ENSG00000110107.8,Q9UMS4, SNEV,Homo sapiens
IUUC-Hsa-045841,ENSG00000101849.15,O60907,TBL1X,Homo sapiens
IUUC-Hsa-045841,ENSG00000101849.15,O60907, TBL1,Homo sapiens
IUUC-Hsa-045678,ENSG00000101138.11,Q05048,CSTF1,Homo sapiens
IUUC-Hsa-046327,ENSG00000275464.4,A0A0B4J2E5,CH507-9B2.5,Homo sapiens
IUUC-Hsa-046327,ENSG00000275464.4,A0A0B4J2E5, LOC102724159,Homo sapiens
IUUC-Hsa-045904,ENSG00000122735.15,A0A087WWV9,DNAI1,Homo sapiens
IUUC-Hsa-046414,ENSG00000136918.7,A0A087X0D8,WDR38,Homo sapiens
IUUC-Hsa-045981,ENSG00000243710.7,A0A087WVY5,CFAP57,Homo sapiens
IUUC-Hsa-045722,ENSG00000175221.14,B9TWZ6,MED16,Homo sapiens
IUUC-Hsa-046835,ENSG00000132004.12,Q5XUX1-2,FBXW9,Homo sapiens
IUUC-Hsa-046835,ENSG00000132004.12,Q5XUX1-2, FBW9,Homo sapiens
IUUC-Hsa-046141,ENSG00000125746.15,O95834-3,EML2,Homo sapiens
IUUC-Hsa-046141,ENSG00000125746.15,O95834-3, EMAP2,Homo sapiens
IUUC-Hsa-046141,ENSG00000125746.15,O95834-3, EMAPL2,Homo sapiens
IUUC-Hsa-046335,ENSG00000065268.10,Q9BV38,WDR18,Homo sapiens
IUUC-Hsa-046087,ENSG00000171595.13,J3QRG2,DNAI2,Homo sapiens
IUUC-Hsa-046873,ENSG00000103426.12,P57737-3,CORO7-PAM16,Homo sapiens
IUUC-Hsa-046873,ENSG00000103426.12,P57737-3, CORO7,Homo sapiens
IUUC-Hsa-046319,ENSG00000261236.6,Q14137,BOP1,Homo sapiens
IUUC-Hsa-046319,ENSG00000261236.6,Q14137, KIAA0124,Homo sapiens
IUUC-Hsa-046048,ENSG00000183751.14,Q12788,TBL3,Homo sapiens
IUUC-Hsa-046048,ENSG00000183751.14,Q12788, SAZD,Homo sapiens
IUUC-Hsa-045750,ENSG00000103647.12,Q9UQ03,CORO2B,Homo sapiens
IUUC-Hsa-045750,ENSG00000103647.12,Q9UQ03, KIAA0925,Homo sapiens
IUUC-Hsa-046115,ENSG00000141076.17,H3BSH7,UTP4,Homo sapiens
IUUC-Hsa-046257,ENSG00000166415.14,H0YKE0,WDR72,Homo sapiens
IUUC-Hsa-046198,ENSG00000139350.11,Q8NHV4-3,NEDD1,Homo sapiens
IUUC-Hsa-046511,ENSG00000176473.13,Q64LD2,WDR25,Homo sapiens
IUUC-Hsa-045997,ENSG00000165521.15,Q05BV3-5,EML5,Homo sapiens
IUUC-Hsa-046787,ENSG00000188039.13,Q149M9,NWD1,Homo sapiens
IUUC-Hsa-046002,ENSG00000075188.8,Q8NFH4,NUP37,Homo sapiens
IUUC-Hsa-046771,ENSG00000120868.13,O14727,APAF1,Homo sapiens
IUUC-Hsa-046771,ENSG00000120868.13,O14727, KIAA0413,Homo sapiens
IUUC-Hsa-046289,ENSG00000161996.18,F8VUX9,WDR90,Homo sapiens
IUUC-Hsa-046552,ENSG00000175575.12,F5H0C4,PAAF1,Homo sapiens
IUUC-Hsa-046758,ENSG00000104093.13,Q8TDJ6-3,DMXL2,Homo sapiens
IUUC-Hsa-046758,ENSG00000104093.13,Q8TDJ6-3, KIAA0856,Homo sapiens
IUUC-Hsa-045950,ENSG00000172869.14,F5H269,DMXL1,Homo sapiens
IUUC-Hsa-045907,ENSG00000149499.11,Q32P44-2,EML3,Homo sapiens
IUUC-Hsa-046615,ENSG00000133316.15,Q6RFH5,WDR74,Homo sapiens
IUUC-Hsa-046615,ENSG00000133316.15,Q6RFH5, NSA1,Homo sapiens
IUUC-Hsa-046779,ENSG00000101146.12,E9PQ57,RAE1,Homo sapiens
IUUC-Hsa-046572,ENSG00000105339.10,E9PF32,DENND3,Homo sapiens
IUUC-Hsa-046720,ENSG00000164338.9,H0Y8P4,UTP15,Homo sapiens
IUUC-Hsa-045675,ENSG00000134987.11,Q8NI36,WDR36,Homo sapiens
IUUC-Hsa-046023,ENSG00000138674.16,D6REX3,SEC31A,Homo sapiens
IUUC-Hsa-045792,ENSG00000071127.16,O75083,WDR1,Homo sapiens
IUUC-Hsa-046037,ENSG00000171566.11,O43660,PLRG1,Homo sapiens
IUUC-Hsa-046264,ENSG00000248710.1,H3BRJ5,RP11-432B6.3,Homo sapiens
IUUC-Hsa-046859,ENSG00000187260.15,Q86TI4-4,WDR86,Homo sapiens
IUUC-Hsa-046233,ENSG00000132716.18,V9GY54,DCAF8,Homo sapiens
IUUC-Hsa-046352,ENSG00000137802.13,O60336,MAPKBP1,Homo sapiens
IUUC-Hsa-046352,ENSG00000137802.13,O60336, JNKBP1,Homo sapiens
IUUC-Hsa-046352,ENSG00000137802.13,O60336, KIAA0596,Homo sapiens
IUUC-Hsa-046367,ENSG00000251537.4,H0Y626,RP11-385D13.1,Homo sapiens
IUUC-Hsa-045992,ENSG00000175470.18,Q66LE6,PPP2R2D,Homo sapiens
IUUC-Hsa-045992,ENSG00000175470.18,Q66LE6, KIAA1541,Homo sapiens
IUUC-Hsa-045952,ENSG00000189186.10,P0C7V8,DCAF8L2,Homo sapiens
IUUC-Hsa-045952,ENSG00000189186.10,P0C7V8, WDR42C,Homo sapiens
IUUC-Hsa-046607,ENSG00000160796.16,Q6ZNJ1,NBEAL2,Homo sapiens
IUUC-Hsa-046607,ENSG00000160796.16,Q6ZNJ1, KIAA0540,Homo sapiens
IUUC-Hsa-046607,ENSG00000160796.16,Q6ZNJ1, UNQ253/PRO290,Homo sapiens
IUUC-Hsa-046316,ENSG00000144426.18,Q6ZS30,NBEAL1,Homo sapiens
IUUC-Hsa-046316,ENSG00000144426.18,Q6ZS30, ALS2CR16,Homo sapiens
IUUC-Hsa-046316,ENSG00000144426.18,Q6ZS30, ALS2CR17,Homo sapiens
IUUC-Hsa-046312,ENSG00000184465.15,A2RRH5-4,WDR27,Homo sapiens
IUUC-Hsa-046164,ENSG00000171804.10,E7ESW6,WDR87,Homo sapiens
IUUC-Hsa-046749,ENSG00000127837.9,C9JEH3,AAMP,Homo sapiens
IUUC-Hsa-046749,ENSG00000127837.9,C9JEH3, hCG_16292,Homo sapiens
IUUC-Hsa-046096,ENSG00000134759.13,Q6IA86-6,ELP2,Homo sapiens
IUUC-Hsa-046096,ENSG00000134759.13,Q6IA86-6, STATIP1,Homo sapiens
IUUC-Hsa-046477,ENSG00000226372.3,A6NGE4,DCAF8L1,Homo sapiens
IUUC-Hsa-046477,ENSG00000226372.3,A6NGE4, WDR42B,Homo sapiens
IUUC-Hsa-046795,ENSG00000141499.16,Q9BUR4,WRAP53,Homo sapiens
IUUC-Hsa-046795,ENSG00000141499.16,Q9BUR4, TCAB1,Homo sapiens
IUUC-Hsa-046795,ENSG00000141499.16,Q9BUR4, WDR79,Homo sapiens
IUUC-Hsa-046714,ENSG00000035681.7,Q92636-2,NSMAF,Homo sapiens
IUUC-Hsa-046714,ENSG00000035681.7,Q92636-2, FAN,Homo sapiens
IUUC-Hsa-046440,ENSG00000140153.17,A0A088AWN2,WDR20,Homo sapiens
IUUC-Hsa-046713,ENSG00000116852.14,O75037,KIF21B,Homo sapiens
IUUC-Hsa-046713,ENSG00000116852.14,O75037, KIAA0449,Homo sapiens
IUUC-Hsa-046610,ENSG00000110880.10,Q9ULV4-3,CORO1C,Homo sapiens
IUUC-Hsa-046610,ENSG00000110880.10,Q9ULV4-3, CRN2,Homo sapiens
IUUC-Hsa-046610,ENSG00000110880.10,Q9ULV4-3, CRNN4,Homo sapiens
IUUC-Hsa-046056,ENSG00000123154.11,Q9BRX9,WDR83,Homo sapiens
IUUC-Hsa-046056,ENSG00000123154.11,Q9BRX9, MORG1,Homo sapiens
IUUC-Hsa-045906,ENSG00000167716.18,Q562E7,WDR81,Homo sapiens
IUUC-Hsa-046371,ENSG00000126870.15,Q8WVS4,WDR60,Homo sapiens
IUUC-Hsa-047036,ENSG00000163811.11,Q15061,WDR43,Homo sapiens
IUUC-Hsa-047036,ENSG00000163811.11,Q15061, KIAA0007,Homo sapiens
IUUC-Hsa-047036,ENSG00000163811.11,Q15061, UTP5,Homo sapiens
IUUC-Hsa-046616,ENSG00000143924.18,B5MBZ0,EML4,Homo sapiens
IUUC-Hsa-045891,ENSG00000075702.16,O43379-4,WDR62,Homo sapiens
IUUC-Hsa-045891,ENSG00000075702.16,O43379-4, C19orf14,Homo sapiens
IUUC-Hsa-046084,ENSG00000085433.15,O94967-4,WDR47,Homo sapiens
IUUC-Hsa-046084,ENSG00000085433.15,O94967-4, KIAA0893,Homo sapiens
IUUC-Hsa-046963,ENSG00000215529.12,A0A096LNH2,EFCAB8,Homo sapiens
IUUC-Hsa-046038,ENSG00000085415.15,Q96EE3-1,SEH1L,Homo sapiens
IUUC-Hsa-046038,ENSG00000085415.15,Q96EE3-1, SEC13L,Homo sapiens
IUUC-Hsa-046038,ENSG00000085415.15,Q96EE3-1, SEH1,Homo sapiens
IUUC-Hsa-046844,ENSG00000032389.12,A8MUM1,TSSC1,Homo sapiens
IUUC-Hsa-046136,ENSG00000077380.15,Q13409,DYNC1I2,Homo sapiens
IUUC-Hsa-046136,ENSG00000077380.15,Q13409, DNCI2,Homo sapiens
IUUC-Hsa-046136,ENSG00000077380.15,Q13409, DNCIC2,Homo sapiens
IUUC-Hsa-046667,ENSG00000241322.9,O95170,CDRT1,Homo sapiens
IUUC-Hsa-046667,ENSG00000241322.9,O95170, C17orf1,Homo sapiens
IUUC-Hsa-046667,ENSG00000241322.9,O95170, C17orf1A,Homo sapiens
IUUC-Hsa-046667,ENSG00000241322.9,O95170, HREP,Homo sapiens
IUUC-Hsa-046574,ENSG00000283295.1,A0A087WSX6,CDRT1,Homo sapiens
IUUC-Hsa-046408,ENSG00000178252.17,A0A087X295,WDR6,Homo sapiens
IUUC-Hsa-046961,ENSG00000140006.11,Q96FK6,WDR89,Homo sapiens
IUUC-Hsa-046961,ENSG00000140006.11,Q96FK6, C14orf150,Homo sapiens
IUUC-Hsa-046961,ENSG00000140006.11,Q96FK6, MSTP050,Homo sapiens
IUUC-Hsa-046527,ENSG00000156475.18,Q00005-5,PPP2R2B,Homo sapiens
IUUC-Hsa-046846,ENSG00000283241.1,Q96MT7-2,AC026348.1,Homo sapiens
IUUC-Hsa-046846,ENSG00000283241.1,Q96MT7-2, CFAP44,Homo sapiens
IUUC-Hsa-046846,ENSG00000283241.1,Q96MT7-2, WDR52,Homo sapiens
IUUC-Hsa-045870,ENSG00000073350.13,Q6P1M3,LLGL2,Homo sapiens
IUUC-Hsa-046532,ENSG00000141580.15,Q5MNZ6,WDR45B,Homo sapiens
IUUC-Hsa-046532,ENSG00000141580.15,Q5MNZ6, WDR45L,Homo sapiens
IUUC-Hsa-046532,ENSG00000141580.15,Q5MNZ6, WIPI3,Homo sapiens
IUUC-Hsa-046341,ENSG00000090372.14,Q9NRL3-3,STRN4,Homo sapiens
IUUC-Hsa-046341,ENSG00000090372.14,Q9NRL3-3, ZIN,Homo sapiens
IUUC-Hsa-046612,ENSG00000143669.13,Q99698,LYST,Homo sapiens
IUUC-Hsa-046612,ENSG00000143669.13,Q99698, CHS,Homo sapiens
IUUC-Hsa-046612,ENSG00000143669.13,Q99698, CHS1,Homo sapiens
IUUC-Hsa-046565,ENSG00000157020.17,P55735-3,SEC13,Homo sapiens
